Series Name,Source File(s),Category
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov., Short-term, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Debt Securities, Market value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., All maturities, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, All instruments, Domestic creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, All instruments, Domestic currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, All instruments, External creditors, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, All instruments, Foreign currency, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, Debt Securities, Market value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, All maturities, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
