Series Name,Source File(s),Category
"Net financial flows, bilateral (NFL, current US$)",WDI,Financial_Indicators
"Net financial flows, multilateral (NFL, current US$)",WDI,Financial_Indicators
"Net financial flows, others (NFL, current US$)",WDI,Financial_Indicators
Net foreign assets (current LCU),WDI,Financial_Indicators
Net investment in nonfinancial assets (% of GDP),WDI,Financial_Indicators
Net investment in nonfinancial assets (current LCU),WDI,Financial_Indicators
Net lending (+) / net borrowing (-) (% of GDP),WDI,Financial_Indicators
Net lending (+) / net borrowing (-) (current LCU),WDI,Financial_Indicators
"Net official flows from UN agencies, SDGFUND (current US$)",WDI,Financial_Indicators
"Official exchange rate (LCU per US$, period average)",WDI,Financial_Indicators
Other expense (% of expense),WDI,Financial_Indicators
Other expense (current LCU),WDI,Financial_Indicators
"PNG, bonds (NFL, current US$)",WDI,Financial_Indicators
"PNG, commercial banks and other creditors (NFL, current US$)",WDI,Financial_Indicators
"PPG, bonds (NFL, current US$)",WDI,Financial_Indicators
"PPG, commercial banks (NFL, current US$)",WDI,Financial_Indicators
"PPG, official creditors (NFL, US$)",WDI,Financial_Indicators
"PPG, other private creditors (NFL, current US$)",WDI,Financial_Indicators
"PPG, private creditors (NFL, US$)",WDI,Financial_Indicators
"Personal remittances, paid (current US$)",WDI,Financial_Indicators
"Personal remittances, received (% of GDP)",WDI,Financial_Indicators
"Personal remittances, received (current US$)",WDI,Financial_Indicators
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",WDI,Financial_Indicators
"Portfolio investment, net (BoP, current US$)",WDI,Financial_Indicators
"Primary completion rate, male (% of relevant age group)",WDI,Financial_Indicators
"Primary completion rate, total (% of relevant age group)",WDI,Financial_Indicators
Public private partnerships investment in ICT (current US$),WDI,Financial_Indicators
Public private partnerships investment in energy (current US$),WDI,Financial_Indicators
Public private partnerships investment in transport (current US$),WDI,Financial_Indicators
Quality of Debt service data according to World Bank,SPI,Financial_Indicators
Real interest rate (%),WDI,Financial_Indicators
"Risk premium on lending (lending rate minus treasury bill rate, %)",WDI,Financial_Indicators
"Stocks traded, total value (current US$)",WDI,Financial_Indicators
"Stocks traded, turnover ratio of domestic shares (%)",WDI,Financial_Indicators
Subsidies and other transfers (% of expense),WDI,Financial_Indicators
System of national accounts in use,SPI,Financial_Indicators
"Tuberculosis case detection rate (%, all forms)",WDI,Financial_Indicators
Tuberculosis treatment success rate (% of new cases),WDI,Financial_Indicators
"Use of IMF credit (DOD, current US$)",WDI,Financial_Indicators
Voice and Accountability: Estimate,WDI,Financial_Indicators
Voice and Accountability: Number of Sources,WDI,Financial_Indicators
Voice and Accountability: Percentile Rank,WDI,Financial_Indicators
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",WDI,Financial_Indicators
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",WDI,Financial_Indicators
Voice and Accountability: Standard Error,WDI,Financial_Indicators
