Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023]
Dominica,DMA,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,0,0,0
Dominica,DMA,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,1,1,1
Dominica,DMA,NADA metadata,SPI.D2.4.NADA,0,0,0
Dominica,DMA,National Accounts base year,SPI.D5.2.2.NABY,0,0,0
Dominica,DMA,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,0.484,0.348,0.348
Dominica,DMA,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,60,60,60
Dominica,DMA,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,32.8,28.2666666666667,28.2666666666667
Dominica,DMA,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,59.26875,50.9625,54.0625
Dominica,DMA,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,40.6833333333333,39.3833333333333,39.3833333333333
Dominica,DMA,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,30,30,30
Dominica,DMA,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,1,1,1
Dominica,DMA,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Dominica,DMA,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,1,1,1
Dominica,DMA,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
Dominica,DMA,SPI Overall Score,SPI.INDEX,44.5504166666667,41.7225,42.3425
Dominica,DMA,System of national accounts in use,SPI.D5.2.1.SNAU,0.5,0.5,0.5
Dominican Republic,DOM,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,1,1,1
Dominican Republic,DOM,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,0,0,0
Dominican Republic,DOM,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,1,1,1
Dominican Republic,DOM,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,1,1,1
Dominican Republic,DOM,Business process,SPI.D5.2.10.GSBP,0,0,0
Dominican Republic,DOM,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,1,1,1
Dominican Republic,DOM,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,0,0,0
Dominican Republic,DOM,Central government accounting status,SPI.D5.2.7.CGOV,1,1,1
Dominican Republic,DOM,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Dominican Republic,DOM,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
Dominican Republic,DOM,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Dominican Republic,DOM,Compilation of government finance statistics,SPI.D5.2.8.FINA,0,0,0
Dominican Republic,DOM,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Dominican Republic,DOM,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
Dominican Republic,DOM,CRVS (WDI),SPI.D4.2.3.CRVS,0,0,0
Dominican Republic,DOM,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,0.866,1,1
Dominican Republic,DOM,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,0.5,0.5,0.5
Dominican Republic,DOM,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,0.61,0.539,0.539
Dominican Republic,DOM,Dimension 2.2: Online access - Download Options Score,SPI.D2.2.Download.options,0.321,0.345,0.345
Dominican Republic,DOM,Dimension 2.2: Online access - Machine Readability Score,SPI.D2.2.Machine.readable,0.933,0.819,0.819
Dominican Republic,DOM,Dimension 2.2: Online access - Metadata Available Score,SPI.D2.2.Metadata.available,0.81,0.564,0.564
Dominican Republic,DOM,Dimension 2.2: Online access - Non-Proprietary format Score,SPI.D2.2.Non.proprietary,0.967,0.967,0.967
Dominican Republic,DOM,Dimension 2.2: Online access - Terms of Use Score,SPI.D2.2.Terms.of.use,0.017,0,0
Dominican Republic,DOM,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,1,1,1
Dominican Republic,DOM,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,0.784833333333333,0.757833333333333,0.871666666666667
Dominican Republic,DOM,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,0.815666666666667,0.788833333333333,0.819833333333333
Dominican Republic,DOM,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,0.5,0.409,0.4165
Dominican Republic,DOM,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,0.869,0.839,0.895
Dominican Republic,DOM,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,0.833333333333333,1,1
Dominican Republic,DOM,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,0.6,0.6,0.6
Dominican Republic,DOM,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,0,0,0
Dominican Republic,DOM,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,0.208,0.313,0.313
Dominican Republic,DOM,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,0,0,0
Dominican Republic,DOM,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,0.75,0.75,0.75
Dominican Republic,DOM,Dimension 5.5: Finance,SPI.DIM5.5.INDEX,0,0,1
Dominican Republic,DOM,Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,SPI.D5.5.DIFI,0,0,1
Dominican Republic,DOM,Geospatial data available at 1st Admin Level,SPI.D4.3.GEO.first.admin.level,0.208,0.313,0.313
Dominican Republic,DOM,GOAL 1: No Poverty (5 year moving average),SPI.D3.1.POV,0.714,0.625,0.8
Dominican Republic,DOM,GOAL 10: Reduced Inequality (5 year moving average),SPI.D3.10.NEQL,0.875,0.8,0.75
Dominican Republic,DOM,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,0.6,0.5,0.75
Dominican Republic,DOM,GOAL 12: Responsible Consumption and Production (5 year moving average),SPI.D3.12.CNSP,1,1,1
Dominican Republic,DOM,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,0,0,0
Dominican Republic,DOM,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,1,0.818,0.833
Dominican Republic,DOM,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPI.D3.16.INST,0.8,0.789,0.857
Dominican Republic,DOM,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPI.D3.17.PTNS,0.938,0.889,0.933
Dominican Republic,DOM,GOAL 2: Zero Hunger (5 year moving average),SPI.D3.2.HNGR,0.6,0.7,0.8
Dominican Republic,DOM,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,0.92,0.88,0.88
Dominican Republic,DOM,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,0.8,0.8,1
Dominican Republic,DOM,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,0.8,0.667,0.75
Dominican Republic,DOM,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,0.875,0.875,1
Dominican Republic,DOM,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,0.944,0.944,0.944
Dominican Republic,DOM,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,0.875,0.889,0.875
Dominican Republic,DOM,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,0.6,0.6,0.6
Dominican Republic,DOM,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,1,1,1
Dominican Republic,DOM,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,1,1,1
Dominican Republic,DOM,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Dominican Republic,DOM,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,1,1,1
Dominican Republic,DOM,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,0,0,0
Dominican Republic,DOM,NADA metadata,SPI.D2.4.NADA,1,1,1
Dominican Republic,DOM,National Accounts base year,SPI.D5.2.2.NABY,1,1,1
Dominican Republic,DOM,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,0.61,0.539,0.539
Dominican Republic,DOM,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,86.6,100,100
Dominican Republic,DOM,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,70.3333333333333,67.9666666666667,67.9666666666667
Dominican Republic,DOM,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,77.13125,73.6,79.825
Dominican Republic,DOM,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,41.0333333333333,47.825,47.825
Dominican Republic,DOM,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,75,75,75
Dominican Republic,DOM,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,0.5,1,1
Dominican Republic,DOM,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,0.33,1,1
Dominican Republic,DOM,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,1,1,1
Dominican Republic,DOM,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
Dominican Republic,DOM,SPI Overall Score,SPI.INDEX,70.0195833333333,72.8783333333333,74.1233333333333
Dominican Republic,DOM,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
Ecuador,ECU,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,0,0,0
Ecuador,ECU,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,1,1,1
Ecuador,ECU,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,1,1,1
Ecuador,ECU,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,1,1,1
Ecuador,ECU,Business process,SPI.D5.2.10.GSBP,0,0,0
Ecuador,ECU,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,1,1,1
Ecuador,ECU,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,1,1,1
Ecuador,ECU,Central government accounting status,SPI.D5.2.7.CGOV,0,0,0
Ecuador,ECU,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Ecuador,ECU,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
Ecuador,ECU,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Ecuador,ECU,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5,0.5,0.5
Ecuador,ECU,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Ecuador,ECU,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
Ecuador,ECU,CRVS (WDI),SPI.D4.2.3.CRVS,0.5,0.5,0.5
Ecuador,ECU,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,1,1,1
Ecuador,ECU,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,1,1,1
Ecuador,ECU,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,0.696,0.673,0.673
Ecuador,ECU,Dimension 2.2: Online access - Download Options Score,SPI.D2.2.Download.options,0.405,0.371,0.371
Ecuador,ECU,Dimension 2.2: Online access - Machine Readability Score,SPI.D2.2.Machine.readable,0.983,0.933,0.933
Ecuador,ECU,Dimension 2.2: Online access - Metadata Available Score,SPI.D2.2.Metadata.available,0.517,0.467,0.467
Ecuador,ECU,Dimension 2.2: Online access - Non-Proprietary format Score,SPI.D2.2.Non.proprietary,0.862,0.917,0.917
Ecuador,ECU,Dimension 2.2: Online access - Terms of Use Score,SPI.D2.2.Terms.of.use,0.712,0.679,0.679
Ecuador,ECU,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,1,1,1
Ecuador,ECU,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,0.93,0.901166666666667,0.863333333333333
Ecuador,ECU,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,0.882333333333333,0.884666666666667,0.899
Ecuador,ECU,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,0.778,0.7425,0.6665
Ecuador,ECU,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,0.969,0.7895,0.895
Ecuador,ECU,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,0.5,0.666666666666667,0.666666666666667
Ecuador,ECU,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,1,1,1
Ecuador,ECU,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,0.5,0.5,0.5
Ecuador,ECU,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,0.262,0.274,0.274
Ecuador,ECU,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,0,0,0
Ecuador,ECU,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,0.6,0.6,0.6
Ecuador,ECU,Dimension 5.5: Finance,SPI.DIM5.5.INDEX,1,1,1
Ecuador,ECU,Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,SPI.D5.5.DIFI,1,1,1
Ecuador,ECU,Geospatial data available at 1st Admin Level,SPI.D4.3.GEO.first.admin.level,0.262,0.274,0.274
Ecuador,ECU,GOAL 1: No Poverty (5 year moving average),SPI.D3.1.POV,1,1,1
Ecuador,ECU,GOAL 10: Reduced Inequality (5 year moving average),SPI.D3.10.NEQL,0.875,0.9,0.875
Ecuador,ECU,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,0.8,0.875,1
Ecuador,ECU,GOAL 12: Responsible Consumption and Production (5 year moving average),SPI.D3.12.CNSP,1,1,1
Ecuador,ECU,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,0.667,0.667,0.5
Ecuador,ECU,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,0.889,0.818,0.833
Ecuador,ECU,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPI.D3.16.INST,1,0.69,0.857
Ecuador,ECU,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPI.D3.17.PTNS,0.938,0.889,0.933
Ecuador,ECU,GOAL 2: Zero Hunger (5 year moving average),SPI.D3.2.HNGR,0.9,0.9,0.8
Ecuador,ECU,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,0.88,0.84,0.88
Ecuador,ECU,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,1,1,1
Ecuador,ECU,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,0.8,0.667,0.5
Ecuador,ECU,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,1,1,1
Ecuador,ECU,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,0.944,0.944,0.944
Ecuador,ECU,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,0.875,0.889,0.875
Ecuador,ECU,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,0.8,0.7,0.7
Ecuador,ECU,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,1,1,1
Ecuador,ECU,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,1,1,1
Ecuador,ECU,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Ecuador,ECU,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,1,1,1
Ecuador,ECU,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,0,0,0
Ecuador,ECU,NADA metadata,SPI.D2.4.NADA,1,1,1
Ecuador,ECU,National Accounts base year,SPI.D5.2.2.NABY,0,0,0
Ecuador,ECU,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,0.696,0.673,0.673
Ecuador,ECU,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,100,100,100
Ecuador,ECU,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,89.8666666666666,89.1,89.1
Ecuador,ECU,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,89.8,86.11875,85.60625
Ecuador,ECU,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,56.55,61.0166666666667,61.0166666666667
Ecuador,ECU,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,60,60,60
Ecuador,ECU,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,0.5,1,1
Ecuador,ECU,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Ecuador,ECU,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,1,1,1
Ecuador,ECU,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,1,1,1
Ecuador,ECU,SPI Overall Score,SPI.INDEX,79.2433333333333,79.2470833333333,79.1445833333333
Ecuador,ECU,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
"Egypt, Arab Rep.",EGY,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,0.5,0.5,0.5
"Egypt, Arab Rep.",EGY,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,0.67,0.67,0.67
"Egypt, Arab Rep.",EGY,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,0.5,0.5,0.5
"Egypt, Arab Rep.",EGY,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,1,1,1
"Egypt, Arab Rep.",EGY,Business process,SPI.D5.2.10.GSBP,1,1,1
"Egypt, Arab Rep.",EGY,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,1,1,1
"Egypt, Arab Rep.",EGY,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,0,0,0
"Egypt, Arab Rep.",EGY,Central government accounting status,SPI.D5.2.7.CGOV,0,0,0.5
"Egypt, Arab Rep.",EGY,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
"Egypt, Arab Rep.",EGY,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
"Egypt, Arab Rep.",EGY,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
"Egypt, Arab Rep.",EGY,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5,0.5,0.5
"Egypt, Arab Rep.",EGY,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
"Egypt, Arab Rep.",EGY,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
"Egypt, Arab Rep.",EGY,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
"Egypt, Arab Rep.",EGY,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,0.9,0.9,0.9
"Egypt, Arab Rep.",EGY,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,1,1,1
"Egypt, Arab Rep.",EGY,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,0.338,0.313,0.313
"Egypt, Arab Rep.",EGY,Dimension 2.2: Online access - Download Options Score,SPI.D2.2.Download.options,0.271,0.231,0.231
"Egypt, Arab Rep.",EGY,Dimension 2.2: Online access - Machine Readability Score,SPI.D2.2.Machine.readable,0.033,0.033,0.033
"Egypt, Arab Rep.",EGY,Dimension 2.2: Online access - Metadata Available Score,SPI.D2.2.Metadata.available,0.45,0.4,0.4
"Egypt, Arab Rep.",EGY,Dimension 2.2: Online access - Non-Proprietary format Score,SPI.D2.2.Non.proprietary,0.933,0.9,0.9
"Egypt, Arab Rep.",EGY,Dimension 2.2: Online access - Terms of Use Score,SPI.D2.2.Terms.of.use,0,0,0
"Egypt, Arab Rep.",EGY,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,1,1,1
"Egypt, Arab Rep.",EGY,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,0.821666666666667,0.75,0.888333333333333
"Egypt, Arab Rep.",EGY,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,0.919,0.920333333333333,0.909666666666667
"Egypt, Arab Rep.",EGY,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,0.7835,0.7425,0.625
"Egypt, Arab Rep.",EGY,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,0.706,0.689,0.757
"Egypt, Arab Rep.",EGY,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,0.833333333333333,0.833333333333333,0.833333333333333
"Egypt, Arab Rep.",EGY,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,0.734,0.734,0.734
"Egypt, Arab Rep.",EGY,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,1,1,1
"Egypt, Arab Rep.",EGY,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,0.355,0.386,0.386
"Egypt, Arab Rep.",EGY,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,1,0,0
"Egypt, Arab Rep.",EGY,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,0.7,0.7,0.75
"Egypt, Arab Rep.",EGY,Dimension 5.5: Finance,SPI.DIM5.5.INDEX,0,0,0
"Egypt, Arab Rep.",EGY,Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,SPI.D5.5.DIFI,0,0,0
"Egypt, Arab Rep.",EGY,Geospatial data available at 1st Admin Level,SPI.D4.3.GEO.first.admin.level,0.355,0.386,0.386
"Egypt, Arab Rep.",EGY,GOAL 1: No Poverty (5 year moving average),SPI.D3.1.POV,1,0.75,1
"Egypt, Arab Rep.",EGY,GOAL 10: Reduced Inequality (5 year moving average),SPI.D3.10.NEQL,0.75,0.8,0.75
"Egypt, Arab Rep.",EGY,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,1,1,1
"Egypt, Arab Rep.",EGY,GOAL 12: Responsible Consumption and Production (5 year moving average),SPI.D3.12.CNSP,1,1,1
"Egypt, Arab Rep.",EGY,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,0.667,0.667,0.5
"Egypt, Arab Rep.",EGY,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,0.9,0.818,0.75
"Egypt, Arab Rep.",EGY,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPI.D3.16.INST,0.6,0.6,0.714
"Egypt, Arab Rep.",EGY,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPI.D3.17.PTNS,0.812,0.778,0.8
"Egypt, Arab Rep.",EGY,GOAL 2: Zero Hunger (5 year moving average),SPI.D3.2.HNGR,0.7,0.7,0.7
"Egypt, Arab Rep.",EGY,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,0.88,0.8,0.88
"Egypt, Arab Rep.",EGY,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,1,1,1
"Egypt, Arab Rep.",EGY,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,0.6,0.5,0.75
"Egypt, Arab Rep.",EGY,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,0.75,0.75,1
"Egypt, Arab Rep.",EGY,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,0.889,0.833,0.833
"Egypt, Arab Rep.",EGY,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,0.875,0.889,0.875
"Egypt, Arab Rep.",EGY,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,1,1,1
"Egypt, Arab Rep.",EGY,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,1,1,1
"Egypt, Arab Rep.",EGY,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,1,1,1
"Egypt, Arab Rep.",EGY,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
"Egypt, Arab Rep.",EGY,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,1,1,1
"Egypt, Arab Rep.",EGY,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,1,0,0
"Egypt, Arab Rep.",EGY,NADA metadata,SPI.D2.4.NADA,1,1,1
"Egypt, Arab Rep.",EGY,National Accounts base year,SPI.D5.2.2.NABY,0.5,0.5,0.5
"Egypt, Arab Rep.",EGY,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,0.338,0.313,0.313
"Egypt, Arab Rep.",EGY,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,90,90,90
"Egypt, Arab Rep.",EGY,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,77.9333333333333,77.1,77.1
"Egypt, Arab Rep.",EGY,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,83.89375,80.53125,84.7
"Egypt, Arab Rep.",EGY,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,73.0583333333333,73.8333333333333,73.8333333333333
"Egypt, Arab Rep.",EGY,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,70,70,75
"Egypt, Arab Rep.",EGY,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,1,1,1
"Egypt, Arab Rep.",EGY,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
"Egypt, Arab Rep.",EGY,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,1,1,1
"Egypt, Arab Rep.",EGY,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,1,1,1
"Egypt, Arab Rep.",EGY,SPI Overall Score,SPI.INDEX,78.9770833333333,78.2929166666667,80.1266666666667
"Egypt, Arab Rep.",EGY,System of national accounts in use,SPI.D5.2.1.SNAU,0.5,0.5,0.5
El Salvador,SLV,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,0.5,0.5,0.5
El Salvador,SLV,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,0,0,0
El Salvador,SLV,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,1,1,1
El Salvador,SLV,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,1,1,1
El Salvador,SLV,Business process,SPI.D5.2.10.GSBP,0,0,0
El Salvador,SLV,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,1,1,1
El Salvador,SLV,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,0,0,0
El Salvador,SLV,Central government accounting status,SPI.D5.2.7.CGOV,1,1,1
El Salvador,SLV,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
El Salvador,SLV,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
El Salvador,SLV,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
El Salvador,SLV,Compilation of government finance statistics,SPI.D5.2.8.FINA,0,0,0
El Salvador,SLV,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
El Salvador,SLV,CPI base year,SPI.D5.2.4.CPIBY,0,0,0
El Salvador,SLV,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
