Series Name,Source File(s),Category
"Population ages 55-59, female (% of female population)",WDI,Social_Indicators
"Population ages 55-59, male (% of male population)",WDI,Social_Indicators
"Population ages 60-64, female (% of female population)",WDI,Social_Indicators
"Population ages 60-64, male (% of male population)",WDI,Social_Indicators
Population ages 65 and above (% of total population),WDI,Social_Indicators
"Population ages 65 and above, female",WDI,Social_Indicators
"Population ages 65 and above, female (% of female population)",WDI,Social_Indicators
"Population ages 65 and above, male",WDI,Social_Indicators
"Population ages 65 and above, male (% of male population)",WDI,Social_Indicators
"Population ages 65 and above, total",WDI,Social_Indicators
"Population ages 65-69, female (% of female population)",WDI,Social_Indicators
"Population ages 65-69, male (% of male population)",WDI,Social_Indicators
"Population ages 70-74, female (% of female population)",WDI,Social_Indicators
"Population ages 70-74, male (% of male population)",WDI,Social_Indicators
"Population ages 75-79, female (% of female population)",WDI,Social_Indicators
"Population ages 75-79, male (% of male population)",WDI,Social_Indicators
"Population ages 80 and above, female (% of female population)",WDI,Social_Indicators
"Population ages 80 and above, male (% of male population)",WDI,Social_Indicators
Population density (people per sq. km of land area),WDI,Social_Indicators
Population in largest city,WDI,Social_Indicators
Population in the largest city (% of urban population),WDI,Social_Indicators
Population in urban agglomerations of more than 1 million,WDI,Social_Indicators
Population in urban agglomerations of more than 1 million (% of total population),WDI,Social_Indicators
Population living in areas where elevation is below 5 meters (% of total population),WDI,Social_Indicators
Population living in slums (% of urban population),WDI,Social_Indicators
"Population, female",WDI,Social_Indicators
"Population, female (% of total population)",WDI,Social_Indicators
"Population, male",WDI,Social_Indicators
"Population, male (% of total population)",WDI,Social_Indicators
"Population, total",WDI,Social_Indicators
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),WDI,Social_Indicators
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),WDI,Social_Indicators
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),WDI,Social_Indicators
Poverty headcount ratio at national poverty lines (% of population),WDI,Social_Indicators
Poverty headcount ratio at societal poverty line (% of population),WDI,Social_Indicators
Pregnant women receiving prenatal care (%),WDI,Social_Indicators
"Prevalence of HIV, female (% ages 15-24)",WDI,Social_Indicators
"Prevalence of HIV, male (% ages 15-24)",WDI,Social_Indicators
"Prevalence of HIV, total (% of population ages 15-49)",WDI,Social_Indicators
Prevalence of anemia among children (% of children ages 6-59 months),WDI,Social_Indicators
Prevalence of anemia among non-pregnant women (% of women ages 15-49),WDI,Social_Indicators
Prevalence of anemia among pregnant women (%),WDI,Social_Indicators
Prevalence of anemia among women of reproductive age (% of women ages 15-49),WDI,Social_Indicators
"Prevalence of current tobacco use, females (% of female adults)",WDI,Social_Indicators
"Prevalence of current tobacco use, males (% of male adults)",WDI,Social_Indicators
Prevalence of moderate or severe food insecurity in the population (%),WDI,Social_Indicators
"Prevalence of overweight, weight for height (% of children under 5)",WDI,Social_Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",WDI,Social_Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",WDI,Social_Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",WDI,Social_Indicators
Prevalence of severe food insecurity in the population (%),WDI,Social_Indicators
"Prevalence of severe wasting, weight for height (% of children under 5)",WDI,Social_Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",WDI,Social_Indicators
"Prevalence of severe wasting, weight for height, male (% of children under 5)",WDI,Social_Indicators
"Prevalence of stunting, height for age (% of children under 5)",WDI,Social_Indicators
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",WDI,Social_Indicators
"Prevalence of stunting, height for age, female (% of children under 5)",WDI,Social_Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",WDI,Social_Indicators
Prevalence of undernourishment (% of population),WDI,Social_Indicators
"Prevalence of underweight, weight for age (% of children under 5)",WDI,Social_Indicators
"Prevalence of underweight, weight for age, female (% of children under 5)",WDI,Social_Indicators
"Prevalence of underweight, weight for age, male (% of children under 5)",WDI,Social_Indicators
"Prevalence of wasting, weight for height (% of children under 5)",WDI,Social_Indicators
"Prevalence of wasting, weight for height, female (% of children under 5)",WDI,Social_Indicators
"Prevalence of wasting, weight for height, male (% of children under 5)",WDI,Social_Indicators
"Primary completion rate, female (% of relevant age group)",WDI,Social_Indicators
"Primary education, pupils",WDI,Social_Indicators
"Primary education, pupils (% female)",WDI,Social_Indicators
"Primary education, teachers",WDI,Social_Indicators
"Primary education, teachers (% female)",WDI,Social_Indicators
Primary school age children out-of-school (%),WDI,Social_Indicators
Primary school starting age (years),WDI,Social_Indicators
"Probability of dying among children ages 5-9 years (per 1,000)",WDI,Social_Indicators
"Probability of dying among youth ages 20-24 years (per 1,000)",WDI,Social_Indicators
Progression to secondary school (%),WDI,Social_Indicators
"Progression to secondary school, female (%)",WDI,Social_Indicators
"Progression to secondary school, male (%)",WDI,Social_Indicators
Proportion of people living below 50 percent of median income (%),WDI,Social_Indicators
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI,Social_Indicators
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI,Social_Indicators
Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),WDI,Social_Indicators
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI,Social_Indicators
Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI,Social_Indicators
Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),WDI,Social_Indicators
Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI,Social_Indicators
Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI,Social_Indicators
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),WDI,Social_Indicators
Proportion of seats held by women in national parliaments (%),WDI,Social_Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",WDI,Social_Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",WDI,Social_Indicators
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),WDI,Social_Indicators
Public private partnerships investment in water and sanitation (current US$),WDI,Social_Indicators
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),WDI,Social_Indicators
Ratio of female to male labor force participation rate (%) (national estimate),WDI,Social_Indicators
Refugees under the mandate of the UNHCR by country or territory of asylum,WDI,Social_Indicators
Refugees under the mandate of the UNHCR by country or territory of origin,WDI,Social_Indicators
Refugees under the mandate of the UNRWA by country or territory of asylum,WDI,Social_Indicators
Refugees under the mandate of the UNRWA by country or territory of origin,WDI,Social_Indicators
"Repeaters, primary, female (% of female enrollment)",WDI,Social_Indicators
"Repeaters, primary, male (% of male enrollment)",WDI,Social_Indicators
"Repeaters, primary, total (% of total enrollment)",WDI,Social_Indicators
Researchers in R&D (per million people),WDI,Social_Indicators
Rural population,WDI,Social_Indicators
Rural population (% of total population),WDI,Social_Indicators
Rural population growth (annual %),WDI,Social_Indicators
Rural population living in areas where elevation is below 5 meters (% of total population),WDI,Social_Indicators
"School enrollment, preprimary (% gross)",WDI,Social_Indicators
"School enrollment, preprimary, female (% gross)",WDI,Social_Indicators
"School enrollment, preprimary, male (% gross)",WDI,Social_Indicators
"School enrollment, primary (% gross)",WDI,Social_Indicators
"School enrollment, primary (% net)",WDI,Social_Indicators
"School enrollment, primary (gross), gender parity index (GPI)",WDI,Social_Indicators
"School enrollment, primary and secondary (gross), gender parity index (GPI)",WDI,Social_Indicators
"School enrollment, primary, female (% gross)",WDI,Social_Indicators
"School enrollment, primary, female (% net)",WDI,Social_Indicators
"School enrollment, primary, male (% gross)",WDI,Social_Indicators
"School enrollment, primary, male (% net)",WDI,Social_Indicators
"School enrollment, primary, private (% of total primary)",WDI,Social_Indicators
"School enrollment, secondary (% gross)",WDI,Social_Indicators
"School enrollment, secondary (% net)",WDI,Social_Indicators
"School enrollment, secondary (gross), gender parity index (GPI)",WDI,Social_Indicators
"School enrollment, secondary, female (% gross)",WDI,Social_Indicators
"School enrollment, secondary, female (% net)",WDI,Social_Indicators
"School enrollment, secondary, male (% gross)",WDI,Social_Indicators
"School enrollment, secondary, male (% net)",WDI,Social_Indicators
"School enrollment, secondary, private (% of total secondary)",WDI,Social_Indicators
"School enrollment, tertiary (% gross)",WDI,Social_Indicators
"School enrollment, tertiary (gross), gender parity index (GPI)",WDI,Social_Indicators
"School enrollment, tertiary, female (% gross)",WDI,Social_Indicators
"School enrollment, tertiary, male (% gross)",WDI,Social_Indicators
"Secondary education, general pupils",WDI,Social_Indicators
"Secondary education, general pupils (% female)",WDI,Social_Indicators
"Secondary education, pupils",WDI,Social_Indicators
"Secondary education, pupils (% female)",WDI,Social_Indicators
"Secondary education, teachers",WDI,Social_Indicators
"Secondary education, teachers (% female)",WDI,Social_Indicators
"Secondary education, teachers, female",WDI,Social_Indicators
"Secondary education, vocational pupils",WDI,Social_Indicators
"Secondary education, vocational pupils (% female)",WDI,Social_Indicators
Secure Internet servers (per 1 million people),WDI,Social_Indicators
"Self-employed, female (% of female employment) (modeled ILO estimate)",WDI,Social_Indicators
"Self-employed, male (% of male employment) (modeled ILO estimate)",WDI,Social_Indicators
"Self-employed, total (% of total employment) (modeled ILO estimate)",WDI,Social_Indicators
Sex ratio at birth (male births per female births),WDI,Social_Indicators
"Share of youth not in education, employment or training, female (% of female youth population)",WDI,Social_Indicators
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",WDI,Social_Indicators
"Share of youth not in education, employment or training, male (% of male youth population)",WDI,Social_Indicators
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",WDI,Social_Indicators
"Share of youth not in education, employment or training, total (% of youth population)",WDI,Social_Indicators
"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",WDI,Social_Indicators
Social contributions (current LCU),WDI,Social_Indicators
"Specialist surgical workforce (per 100,000 population)",WDI,Social_Indicators
"Suicide mortality rate (per 100,000 population)",WDI,Social_Indicators
"Suicide mortality rate, female (per 100,000 female population)",WDI,Social_Indicators
"Suicide mortality rate, male (per 100,000 male population)",WDI,Social_Indicators
"Survival to age 65, female (% of cohort)",WDI,Social_Indicators
"Survival to age 65, male (% of cohort)",WDI,Social_Indicators
Technicians in R&D (per million people),WDI,Social_Indicators
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),WDI,Social_Indicators
"Tertiary education, academic staff (% female)",WDI,Social_Indicators
Time spent dealing with the requirements of government regulations (% of senior management time),WDI,Social_Indicators
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",WDI,Social_Indicators
Trained teachers in lower secondary education (% of total teachers),WDI,Social_Indicators
"Trained teachers in lower secondary education, female (% of female teachers)",WDI,Social_Indicators
"Trained teachers in lower secondary education, male (% of male teachers)",WDI,Social_Indicators
Trained teachers in preprimary education (% of total teachers),WDI,Social_Indicators
"Trained teachers in preprimary education, female (% of female teachers)",WDI,Social_Indicators
"Trained teachers in preprimary education, male (% of male teachers)",WDI,Social_Indicators
Trained teachers in primary education (% of total teachers),WDI,Social_Indicators
"Trained teachers in primary education, female (% of female teachers)",WDI,Social_Indicators
"Trained teachers in primary education, male (% of male teachers)",WDI,Social_Indicators
Trained teachers in secondary education (% of total teachers),WDI,Social_Indicators
"Trained teachers in secondary education, female (% of female teachers)",WDI,Social_Indicators
"Trained teachers in secondary education, male (% of male teachers)",WDI,Social_Indicators
Trained teachers in upper secondary education (% of total teachers),WDI,Social_Indicators
"Trained teachers in upper secondary education, female (% of female teachers)",WDI,Social_Indicators
"Trained teachers in upper secondary education, male (% of male teachers)",WDI,Social_Indicators
Unemployment with advanced education (% of total labor force with advanced education),WDI,Social_Indicators
"Unemployment with advanced education, female (% of female labor force with advanced education)",WDI,Social_Indicators
"Unemployment with advanced education, male (% of male labor force with advanced education)",WDI,Social_Indicators
Unemployment with basic education (% of total labor force with basic education),WDI,Social_Indicators
"Unemployment with basic education, female (% of female labor force with basic education)",WDI,Social_Indicators
"Unemployment with basic education, male (% of male labor force with basic education)",WDI,Social_Indicators
Unemployment with intermediate education (% of total labor force with intermediate education),WDI,Social_Indicators
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",WDI,Social_Indicators
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",WDI,Social_Indicators
"Unemployment, female (% of female labor force) (modeled ILO estimate)",WDI,Social_Indicators
"Unemployment, female (% of female labor force) (national estimate)",WDI,Social_Indicators
"Unemployment, male (% of male labor force) (modeled ILO estimate)",WDI,Social_Indicators
"Unemployment, male (% of male labor force) (national estimate)",WDI,Social_Indicators
"Unemployment, total (% of total labor force) (modeled ILO estimate)",WDI,Social_Indicators
"Unemployment, total (% of total labor force) (national estimate)",WDI,Social_Indicators
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",WDI,Social_Indicators
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",WDI,Social_Indicators
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",WDI,Social_Indicators
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",WDI,Social_Indicators
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",WDI,Social_Indicators
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",WDI,Social_Indicators
Unmet need for contraception (% of married women ages 15-49),WDI,Social_Indicators
Urban population,WDI,Social_Indicators
Urban population (% of total population),WDI,Social_Indicators
Urban population growth (annual %),WDI,Social_Indicators
Urban population living in areas where elevation is below 5 meters (% of total population),WDI,Social_Indicators
Use of insecticide-treated bed nets (% of under-5 population),WDI,Social_Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),WDI,Social_Indicators
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",WDI,Social_Indicators
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",WDI,Social_Indicators
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",WDI,Social_Indicators
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",WDI,Social_Indicators
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",WDI,Social_Indicators
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",WDI,Social_Indicators
Wanted fertility rate (births per woman),WDI,Social_Indicators
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",WDI,Social_Indicators
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",WDI,Social_Indicators
Women who believe a husband is justified in beating his wife (any of five reasons) (%),WDI,Social_Indicators
Women who believe a husband is justified in beating his wife when she argues with him (%),WDI,Social_Indicators
Women who believe a husband is justified in beating his wife when she burns the food (%),WDI,Social_Indicators
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),WDI,Social_Indicators
Women who believe a husband is justified in beating his wife when she neglects the children (%),WDI,Social_Indicators
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),WDI,Social_Indicators
Women who were first married by age 15 (% of women ages 20-24),WDI,Social_Indicators
Women who were first married by age 18 (% of women ages 20-24),WDI,Social_Indicators
Women's share of population ages 15+ living with HIV (%),WDI,Social_Indicators
Young people (ages 15-24) newly infected with HIV,WDI,Social_Indicators
